name,uuid,path,date,jurisdiction,category,subtext
Subsecretaría de Relaciones del Trabajo,cf028835-266f-50ee-8a38-5bbb0d5b996c,"Presidencia de la Nación<br>Ministerio de Capital Humano<br>Secretaría de Trabajo, Empleo y Seguridad Social<br>Subsecretaría de Relaciones del Trabajo",2025_07_08,Ministerio de Capital Humano,seguridad interior,trabajo proteccion trabajo asociacion profesional trabajador empleador negociacion convencion colectivo tratamiento conflicto individual colectivo trabajo <br><b>policia</b><br> trabajo regimen especial trabajo salud seguridad trabajo secretaria formulacion politica inspeccion trabajo destinado eliminacion empleo
Subsecretaría de Relaciones del Trabajo,cf028835-266f-50ee-8a38-5bbb0d5b996c,"Presidencia de la Nación<br>Ministerio de Capital Humano<br>Secretaría de Trabajo, Empleo y Seguridad Social<br>Subsecretaría de Relaciones del Trabajo",2025_07_08,Ministerio de Capital Humano,género y diversidad sexual,herramienta agil gestion informacion temprano oportuno cumplimiento objetivo secretaria comision tripartita igualdad trato oportunidad varon <br><b>mujer</b><br> mundo laboral representacion secretaria trabajo empleo seguridad social diseno implementacion politica plan programa vinculado generacion
Subsecretaría de Relaciones del Trabajo,cf028835-266f-50ee-8a38-5bbb0d5b996c,"Presidencia de la Nación<br>Ministerio de Capital Humano<br>Secretaría de Trabajo, Empleo y Seguridad Social<br>Subsecretaría de Relaciones del Trabajo",2025_07_08,Ministerio de Capital Humano,trabajo y empleo,relacion trabajo responsabilidad primario diseno politica laboral nacional plan programa tendient derecho <br><b>trabajador</b><br> preparacion revision promocion gestion control cumplimiento norma relativo regimen contrato trabajo proteccion trabajo asociacion profesional
"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",95c75b8b-d687-57cf-9caf-9131b2e803c0,"Presidencia de la Nación<br>Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",2025_07_08,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",medio ambiente,extranjero asimilacion integracion comunidad nacional negociacion internacional punto vista relacion exterior formulacion ejecucion politica proteccion <br><b>ambiente</b><br> preservacion territorio terrestre maritimo argentino area adyacente espacio aereo punto vista politica exterior relativo prevencion
"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",95c75b8b-d687-57cf-9caf-9131b2e803c0,"Presidencia de la Nación<br>Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",2025_07_08,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",seguridad interior,territorio terrestre maritimo argentino area adyacente espacio aereo punto vista politica exterior relativo prevencion sancion <br><b>delito</b><br> internacional negociacion internacional formulacion politica convenio bilateral multilateral cooperacion internacional materia lucha trafico ilicito estupefaciente
"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",95c75b8b-d687-57cf-9caf-9131b2e803c0,"Presidencia de la Nación<br>Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",2025_07_08,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",género y diversidad sexual,formulacion politica elaboracion plan programa representacion nacional organismo internacional materia derechos humanos relativo condicion situacion <br><b>mujer</b><br> reforma legislacion nacional dicho materia acto ejecutivo nacional conexion politica exterior nacion compromiso asumido republica
"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",95c75b8b-d687-57cf-9caf-9131b2e803c0,"Presidencia de la Nación<br>Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",2025_07_08,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",trabajo y empleo,exterior negociacion cooperacion internacional ambito educativo cultural ambiental economico social cientifico tecnico tecnologico nuclear espacial <br><b>laboral</b><br> juridico coordinacion respectivo ministerio demas organismo nacional competencia dicha tematica punto vista politica exterior elaboracion
Subsecretaría de Articulación Federal,230db3d8-00b8-5a0c-91d7-af7e184dafd0,Presidencia de la Nación<br>Ministerio de Seguridad Nacional<br>Subsecretaría de Articulación Federal,2025_07_08,Ministerio de Seguridad Nacional,seguridad interior,esfuerzo nacional policia referente participacion fuerza policial provincial accion secretaria seguridad nacional politica formulado consejo <br><b>seguridad</b><br> <br><b>interior</b><br> relacion cuestion interjurisdiccional gobierno provincial ciudad autonomo aires politica marco programa federal seguridad cargo ministro
Subsecretaría de Despliegue Territorial,66be9999-5e86-5873-a29e-bf6480c2dd2c,Presidencia de la Nación<br>Ministerio de Seguridad Nacional<br>Secretaría de Seguridad Nacional<br>Subsecretaría de Despliegue Territorial,2025_07_08,Ministerio de Seguridad Nacional,seguridad interior,destino formulacion perfil ingresant mecanismo colaboracion articulacion esfuerzo fuerza seguridad provincial ciudad autonomo aires consejo <br><b>seguridad</b><br> <br><b>interior</b><br> accion cuerpo policial provincial fuerza policial seguridad federal cumplimiento lineamiento estrategico funcionamiento fuerza policial seguridad
"Secretaría de Investigación, Política Industrial y Producción para la Defensa",9cbeac0e-8da4-5948-8ec2-b4c88786beae,"Presidencia de la Nación<br>Ministerio de Defensa<br>Secretaría de Investigación, Política Industrial y Producción para la Defensa",2025_07_08,Ministerio de Defensa,defensa nacional,sistema aeronavegabilidad defensa supervision coordinacion gestion instituto vinculado produccion informacion geografico meteorologico hidrologico gestion fabricacion <br><b>militar</b><br> sociedad elaboracion plan plurianual cientifico tecnologico defensa reformulacion complementacion apoyo sistema cientifico tecnologico defensa sector
Unidad Ejecutora Especial Temporaria `Unidad Ejecutora del Programa de Acompañamiento Social`,e5f46dad-fd12-53bf-ac0a-8af6bded141d,"Presidencia de la Nación<br>Ministerio de Capital Humano<br>Secretaría Nacional de Niñez, Adolescencia y Familia<br>Unidad Ejecutora Especial Temporaria `Unidad Ejecutora del Programa de Acompañamiento Social`",2025_07_08,Ministerio de Capital Humano,política social,ejecutoro programa acompanamiento social objetivo accion necesario ejecucion programa acompanamiento social secretaria nacional ninez adolescencia <br><b>familia</b><br> diseno implementacion linea accion programatico marco programa acompanamiento social desarrollo linea accion programatico establecido marco
Secretaría de Relaciones Exteriores,a89c2daf-4a82-5cf4-834d-45d701524a02,"Presidencia de la Nación<br>Ministerio de Relaciones Exteriores, Comercio Internacional y Culto<br>Secretaría de Relaciones Exteriores",2025_07_08,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",seguridad interior,trafico ilicito estupefaciente sustancia psicotropico politica desarme proliferacion tecnologia sensitiva vinculado arma destruccion prevencion sancion <br><b>delito</b><br> internacional ambito competencia ministro ambito competencia formulacion politica elaboracion plan programa curso accion representacion nacional
Secretaría de Energía,fdb2131b-53c4-5e24-b823-11817ed6f496,Presidencia de la Nación<br>Ministerio de Economía<br>Secretaría de Energía,2025_07_08,Ministerio de Economía,medio ambiente,accionario tenencia accionario coordinacion secretaria coordinacion energia aplicacion politica sectorial explotacion racional recurso natural preservacion <br><b>ambiente</b><br> diseno ejecucion politica relevamiento conservacion recuperacion defensa desarrollo recurso natural area energia promocion utilizacion fuente
Subsecretaría de Política Criminal,87a50c67-428c-55f2-98d1-45f6b60175a1,Presidencia de la Nación<br>Ministerio de Justicia<br>Secretaría de Justicia<br>Subsecretaría de Política Criminal,2025_07_08,Ministerio de Justicia,seguridad interior,justicia modernizacion judicial politico criminal accion relativo programa correspondiente competencia secretaria rescate acompanamiento persona damnificado <br><b>delito</b><br> trav programa nacional rescate acompanamiento persona damnificado delito contemplado resolucion ministerio justicia derechos humanos
Subsecretaría de Política Exterior,7bf4e335-1448-54cd-b8ce-a0bec589859c,"Presidencia de la Nación<br>Ministerio de Relaciones Exteriores, Comercio Internacional y Culto<br>Secretaría de Relaciones Exteriores<br>Subsecretaría de Política Exterior",2025_07_08,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",seguridad interior,estupefaciente sustancia psicotropico seguridad cibernetico politica desarme proliferacion tecnologia sensitiva vinculado arma destruccion antiterrorismo internacional <br><b>delito</b><br> transnacional ambito competencia formulacion politica curso accion relativo desarrollo innovacion tecnologico ambito competencia ambito competencia
Subsecretaría de Combustibles Gaseosos,1a071dfc-60bb-5b48-bb19-0d987ce3c2ed,Presidencia de la Nación<br>Ministerio de Economía<br>Secretaría de Energía<br>Subsecretaría de Combustibles Gaseosos,2025_07_08,Ministerio de Economía,medio ambiente,hidrocarburo combustible gaseoso materia integracion energetico regional secretaria promocion supervision explotacion racional recurso hidrocarburifero preservacion <br><b>ambiente</b><br> etapa industria combustible gaseoso ambito competencia recepcion analisis auditoria reserva hidrocarburo pais propuesta regulacion almacenaje
Subsecretaría de Desarrollo y Modernización del Empleo Público,8c324603-c540-5440-95c0-550745c437f8,Presidencia de la Nación<br>Ministerio de Desregulación y Transformación del Estado<br>Secretaría de Transformación del Estado y Función Pública<br>Subsecretaría de Desarrollo y Modernización del Empleo Público,2025_07_08,Ministerio de Desregulación y Transformación del Estado,trabajo y empleo,desarrollo modernizacion <br><b>empleo</b><br> publico responsabilidad primario secretaria planificacion formulacion politica nacional materia recurso humano gestion politica salarial realizacion
Secretaría de Culto y Civilización,3a910974-187c-59b3-bc7a-03456e39674e,"Presidencia de la Nación<br>Ministerio de Relaciones Exteriores, Comercio Internacional y Culto<br>Secretaría de Culto y Civilización",2025_07_08,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",seguridad interior,derechos humanos relativo condicion situacion mujer ninez familia adulto mayor persona situacion vulnerabilidad prevencion sancion <br><b>delito</b><br> internacional coordinacion area administracion publico nacional competencia materia planificacion desarrollo objetivo estrategia internacionalmente republica argentino
Secretaría de Culto y Civilización,3a910974-187c-59b3-bc7a-03456e39674e,"Presidencia de la Nación<br>Ministerio de Relaciones Exteriores, Comercio Internacional y Culto<br>Secretaría de Culto y Civilización",2025_07_08,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",género y diversidad sexual,politica elaboracion plan programa representacion nacional organismo internacional materia culto derechos humanos relativo condicion situacion <br><b>mujer</b><br> ninez familia adulto mayor persona situacion vulnerabilidad prevencion sancion delito internacional coordinacion area administracion publico
Secretaría de Culto y Civilización,3a910974-187c-59b3-bc7a-03456e39674e,"Presidencia de la Nación<br>Ministerio de Relaciones Exteriores, Comercio Internacional y Culto<br>Secretaría de Culto y Civilización",2025_07_08,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",política social,plan programa representacion nacional organismo internacional materia culto derechos humanos relativo condicion situacion mujer ninez <br><b>familia</b><br> adulto mayor persona situacion vulnerabilidad prevencion sancion delito internacional coordinacion area administracion publico nacional competencia
Subsecretaría de Energía Eléctrica,203d5006-bdc4-50b6-a731-20de43c732ee,Presidencia de la Nación<br>Ministerio de Economía<br>Secretaría de Energía<br>Subsecretaría de Energía Eléctrica,2025_07_08,Ministerio de Economía,medio ambiente,infraestructura regional creado coordinacion area ministerio competencia materia relacionado diseno elaboracion implementacion plan estrategico nacional <br><b>sustentable</b><br> energia nuclear marco matriz energetico nacional coordinacion accion orientado cumplimiento funcion objetivo establecido norma modificatoria
Subsecretaría de Combustibles Líquidos,fe298651-d87a-5951-b352-8000ffb5e561,Presidencia de la Nación<br>Ministerio de Economía<br>Secretaría de Energía<br>Subsecretaría de Combustibles Líquidos,2025_07_08,Ministerio de Economía,medio ambiente,hidrocarburo combustible liquido materia integracion energetico regional secretaria promocion supervision explotacion racional recurso hidrocarburifero preservacion <br><b>ambiente</b><br> etapa industria petrolero combustible liquido ambito competencia recepcion analisis auditoria reserva hidrocarburo pais propuesta regulacion
Subsecretaría de Combustibles Líquidos,fe298651-d87a-5951-b352-8000ffb5e561,Presidencia de la Nación<br>Ministerio de Economía<br>Secretaría de Energía<br>Subsecretaría de Combustibles Líquidos,2025_07_08,Ministerio de Economía,seguridad interior,liquido modalidad operacion contratacion ambito competencia procedimiento autorizacion importacion exportacion hidrocarburo combustible liquido cualquiera origen <br><b>policia</b><br> materia seguridad comercializacion licuado petroleo granel fraccionado organismo correspondiente materia accion tendient evasion impuesto combustible
Subsecretaría de Políticas Familiares,ba002fc6-d8fc-593e-9eb5-e2eab4eae9fb,"Presidencia de la Nación<br>Ministerio de Capital Humano<br>Secretaría Nacional de Niñez, Adolescencia y Familia<br>Subsecretaría de Políticas Familiares",2025_07_08,Ministerio de Capital Humano,política social,politica familiar responsabilidad primario desarrollo accion promocion fortalecimiento <br><b>familia</b><br> nucleo fundamental sociedad espacio natural desarrollo bienestar miembro especialmente nino poder plenamente responsabilidad comunidad secretaria
Subsecretaría de Transición y Planeamiento Energético,1f41dc47-b29c-53fc-b5da-ed5bf6e7e861,Presidencia de la Nación<br>Ministerio de Economía<br>Secretaría de Energía<br>Subsecretaría de Transición y Planeamiento Energético,2025_07_08,Ministerio de Economía,medio ambiente,ambito competencia propuesto adaptacion sector energetico escenario climatico futuro tema vulnerabilidad sector energetico frente afectacion <br><b>ambiente</b><br> impacto oferta demanda secretaria desarrollo planificacion energetico marco regulatorio aspecto concernient transicion energetico relacion actor
Subsecretaría de Intervención Federal,1e67d1dd-0bbd-50ba-aa5d-41f1afd301fe,Presidencia de la Nación<br>Ministerio de Seguridad Nacional<br>Secretaría de Seguridad Nacional<br>Subsecretaría de Intervención Federal,2025_07_08,Ministerio de Seguridad Nacional,seguridad interior,estadistica criminal concerniente seguridad frontera hidrovia cumplimiento objetivo ministerio sistema seguridad frontera programa integral prevencion <br><b>delito</b><br> violencia coordinacion gobierno provincial ciudad autonomo aires local area nacional competencia materia aplicacion politica estrategia
"Secretaría de Malvinas, Antártida, Política Oceánica y Atlántico Sur",ca249691-5df8-5889-a9be-b5db63f7b451,"Presidencia de la Nación<br>Ministerio de Relaciones Exteriores, Comercio Internacional y Culto<br>Secretaría de Malvinas, Antártida, Política Oceánica y Atlántico Sur",2025_07_08,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",medio ambiente,ministro diseno ejecucion politica oceanico atlantico punto vista politica exterior impulso investigacion cientifico marina proteccion <br><b>ambiente</b><br> recurso oceanico accion necesario area jurisdiccion ministerial ministerio competencia materia planificacion direccion politica antartico actividad
Subsecretaría de Acceso a la Justicia,6ae85d77-711e-532f-9e2f-76372abaf353,Presidencia de la Nación<br>Ministerio de Justicia<br>Secretaría de Justicia<br>Subsecretaría de Acceso a la Justicia,2025_07_08,Ministerio de Justicia,seguridad interior,acceso justicia marco competencia asunto relacionado medio alternativo resolucion conflicto relativo asesoramiento orientacion acompanamiento victima <br><b>delito</b><br> centro asistencia victima delito creado accion relativo programa nacional asistencia persona discapacidad relacion administracion justicia
Subsecretaría de Acceso a la Justicia,6ae85d77-711e-532f-9e2f-76372abaf353,Presidencia de la Nación<br>Ministerio de Justicia<br>Secretaría de Justicia<br>Subsecretaría de Acceso a la Justicia,2025_07_08,Ministerio de Justicia,género y diversidad sexual,relacion administracion justicia creado decreto nivel federal politica atencion asesoramiento acompanamiento contencion psicosocial victima violencia <br><b>sexual</b><br> abuso sexual infantil programa victima violencia ratificado resolucion ministerio justicia seguridad derechos humanos politica acceso
Secretaría de Lucha contra el Narcotráfico y la Criminalidad Organizada,343403cb-0a0f-5889-8b30-9b659ffff015,Presidencia de la Nación<br>Ministerio de Seguridad Nacional<br>Secretaría de Lucha contra el Narcotráfico y la Criminalidad Organizada,2025_07_08,Ministerio de Seguridad Nacional,seguridad interior,organizado coordinacion area competente plan preventivo coordinacion fuerza policial seguridad federal area competente jurisdiccion deteccion <br><b>delito</b><br> terrorismo financiamiento coordinacion organismo competencia materia accion tendient delito vinculado pesca ilegal reportado declarado delito
Ministerio de Defensa,10b7407c-fe71-5027-bb69-f5a2e1e97bbf,Presidencia de la Nación<br>Ministerio de Defensa,2025_07_08,Ministerio de Defensa,defensa nacional,credito correspondiente coordinacion actividad logistica fuerza armado relativo abastecimiento normalizacion catalogacion clasificacion efecto emergent planeamiento <br><b>militar</b><br> conjunto planificacion direccion ejecucion actividad investigacion desarrollo inter defensa nacional formulacion politica movilizacion plan movilizacion
Ministerio de Defensa,10b7407c-fe71-5027-bb69-f5a2e1e97bbf,Presidencia de la Nación<br>Ministerio de Defensa,2025_07_08,Ministerio de Defensa,trabajo y empleo,actividad antartico planeamiento militar conjunto determinacion requerimiento proveniente fiscalizacion cumplimiento formulacion aplicacion principio norma funcionamiento <br><b>empleo</b><br> fuerza armado registro habilitacion fiscalizacion direccion tecnico acto actividad vinculado navegacion agua aire jurisdiccion coordinacion
"Secretaría de la Pequeña y Mediana Empresa, Emprendedores y Economía del Conocimiento",e0b6265f-6240-509c-918c-0be40856e144,"Presidencia de la Nación<br>Ministerio de Economía<br>Secretaría de la Pequeña y Mediana Empresa, Emprendedores y Economía del Conocimiento",2025_07_08,Ministerio de Economía,trabajo y empleo,regional fortalecimiento reestructuracion reingenierio micro pequena mediano empresa mipym productividad incorporacion conocimiento digitalizacion creacion consolidacion <br><b>empleo</b><br> genuino agregacion valor desarrollo local formalizacion internacionalizacion competitividad necesidad financiero capacitacion asistencia tecnico emprendedor emprendimiento
Subsecretaría de Lucha contra el Narcotráfico,7b533134-3547-5992-a1c5-ef0ce5d1723e,Presidencia de la Nación<br>Ministerio de Seguridad Nacional<br>Secretaría de Lucha contra el Narcotráfico y la Criminalidad Organizada<br>Subsecretaría de Lucha contra el Narcotráfico,2025_07_08,Ministerio de Seguridad Nacional,seguridad interior,actividad vinculado relacion judicial nacion ministerio publico ministerio elaboracion politica nacional planificacion estrategia investigacion persecucion <br><b>delito</b><br> narcotrafico fase produccion trafico comercializacion estupefaciente sustancia psicotropica secretaria planificacion ejecucion plan programa accion conjunto
Subsecretaría de Planificación y Programación Sanitaria,51f87068-9b2c-55e1-99a3-5ac3fc269031,Presidencia de la Nación<br>Ministerio de Salud<br>Secretaría de Gestión Sanitaria<br>Subsecretaría de Planificación y Programación Sanitaria,2025_07_08,Ministerio de Salud,género y diversidad sexual,diseno estrategia campana prevencion enfermedad promocion proteccion salud estrategia politica materia respuesta integrado infeccion transmision <br><b>sexual</b><br> diseno estrategia politica orientado prevencion control enfermedad transmisibl cronica transmisibl prevencion tratamiento enfermedad infeccioso medicamento
Subsecretaría de Economía del Conocimiento,829ef1fe-e374-572a-b01b-ebce59ea980c,"Presidencia de la Nación<br>Ministerio de Economía<br>Secretaría de la Pequeña y Mediana Empresa, Emprendedores y Economía del Conocimiento<br>Subsecretaría de Economía del Conocimiento",2025_07_08,Ministerio de Economía,trabajo y empleo,comercial tecnologico desarrollo empresa basado conocimiento generacion expansion empresa alto contenido tecnologico estrategia innovacion abierto <br><b>empleo</b><br> calidad desarrollo producto servicio valor agregado diferencial perfil exportador economia nacional secretaria desarrollo infraestructura recurso
Ministerio de Salud,3fc8e3c1-db68-5ee4-a52e-f2a710dbce77,Presidencia de la Nación<br>Ministerio de Salud,2025_07_08,Ministerio de Salud,seguridad interior,reglamentario medicina deporte fiscalizacion medico inmigracion defensa sanitario frontera puerto aeropuerto medio transporte internacional ejercicio <br><b>policia</b><br> sanitario referente producto tecnologia equipo instrumental procedimiento vinculado salud radicacion industria productor dictado norma procedimiento
Subsecretaría de Emprendedores,de438698-fa53-5348-a2c5-231a9c2f9c2a,"Presidencia de la Nación<br>Ministerio de Economía<br>Secretaría de la Pequeña y Mediana Empresa, Emprendedores y Economía del Conocimiento<br>Subsecretaría de Emprendedores",2025_07_08,Ministerio de Economía,trabajo y empleo,privada instrumento generacion capital emprendedor republica argentino programa iniciativa competitivo innovadora sustentabl tiempo generadora valor <br><b>empleo</b><br> tendient creacion desarrollo consolidacion emprendedor micro pequena mediano empresa mipymes creacion desarrollo inversor proximidad activamente
Secretaría de Industria y Comercio,e6b89f55-14a9-577a-b232-d6400abe236e,Presidencia de la Nación<br>Ministerio de Economía<br>Secretaría de Industria y Comercio,2025_07_08,Ministerio de Economía,medio ambiente,inversion creado resolucion ministerio economia modificatoria marco politica fomento desarrollo sector automotriz autopartista modalidad movilidad <br><b>sustentable</b><br> electromovilidad sistema hibrido tecnologia sostenible definicion planificacion seguimiento control lineamiento politica programa estrategico area competencia
Secretaría de Estrategia y Asuntos Militares,9b08789e-f149-5d80-b8de-4cc565b31de6,Presidencia de la Nación<br>Ministerio de Defensa<br>Secretaría de Estrategia y Asuntos Militares,2025_07_08,Ministerio de Defensa,defensa nacional,estrategia asunto <br><b>militar</b><br> responsabilidad primario elaboracion politica defensa nacional orientacion direccion concepto estrategico contenido directiva estrategico nacional seguimiento
Subsecretaría de Seguridad Social,298f7d4e-04e4-5733-a04f-6a5064937bf0,"Presidencia de la Nación<br>Ministerio de Capital Humano<br>Secretaría de Trabajo, Empleo y Seguridad Social<br>Subsecretaría de Seguridad Social",2025_07_08,Ministerio de Capital Humano,trabajo y empleo,internacional materia competencia relativo aprobacion convenio corresponsabilidad gremial formalizado organismo competente seguridad social asociacion sindical <br><b>trabajador</b><br> empleador
Subsecretaría de Investigación Criminal,1beff384-eb27-5180-8f08-74c6474608d7,Presidencia de la Nación<br>Ministerio de Seguridad Nacional<br>Secretaría de Lucha contra el Narcotráfico y la Criminalidad Organizada<br>Subsecretaría de Investigación Criminal,2025_07_08,Ministerio de Seguridad Nacional,seguridad interior,efecto articuladamente busqueda persona desaparecido extraviada comando unificado federal recaptura evadido secretaria ambito competencia deteccion <br><b>delito</b><br> complejo secretaria direccion investigacion criminalidad organizado particular atencion delito terrorismo trafico arma persona trafico autopart
Subsecretaría de Política Industrial,030f83fe-ce18-5332-b36e-b95cb38098a6,Presidencia de la Nación<br>Ministerio de Economía<br>Secretaría de Industria y Comercio<br>Subsecretaría de Política Industrial,2025_07_08,Ministerio de Economía,medio ambiente,productivo nacional indicador seguimiento evaluacion impacto marco politica fomento desarrollo sector automotriz autopartista modalidad movilidad <br><b>sustentable</b><br> electromovilidad sistema hibrido tecnologia sostenible negociacion union europeo mercado mercosur tematica competencia referido complementaria cuestion
